PROBE_ID	PROBE_TYPE	GENE_ID	GENE_TYPE	DESCRIPTION
CATMA5A24510	E2	AT5G27110	CDS	pentatricopeptide (PPR) repeat-containing protein
CATMA5A24530	E1	AT5G27130	CDS	MADS-box family protein
CATMA5A24550	I1	AT5G27140	CDS	SAR DNA-binding protein, putative
CATMA5A24555	E1	AT5G27150	CDS	NHX1 (NA+/H+ EXCHANGER), sodium:hydrogen antiporter
CATMA5A24560	EI2	AT5G27200	CDS	ACP5 (ACYL CARRIER PROTEIN 5), acyl carrier
CATMA5A24570	E1	AT5G27210	CDS	unknown protein
CATMA5A24580	E1	AT5G27220	CDS	protein transport protein-related
CATMA5A24590	E1	AT5G27230	CDS	unknown protein
CATMA5A24600	E1	AT5G27240	CDS	DNAJ heat shock N-terminal domain-containing protein
CATMA5A24630	E1	AT5G27270	CDS	pentatricopeptide (PPR) repeat-containing protein
CATMA5A24640	E1	AT5G27280	CDS	zinc finger (DNL type) family protein
CATMA5A24650	M1	AT5G27280;AT5G27290	CDS;CDS	zinc finger (DNL type) family protein;unknown protein
CATMA5A24710	E1	AT5G27320	CDS	ATGID1C/GID1C (GA INSENSITIVE DWARF1C)
CATMA5A24720	E1	AT5G27330	CDS	unknown protein
CATMA5A24730	VE2	AT5G27340	CDS	unknown protein
CATMA5A24733	V2	AT5G27345	Repeat_TAIR	transposable element gene
CATMA5A24780	E1	AT5G27370	CDS	unknown protein
CATMA5A24785	E1	AT5G27380	CDS	GSH2 (GLUTATHIONE SYNTHETASE 2), glutathione synthase
CATMA5A24790	E1	AT5G27395	CDS	protein translocase
CATMA5A24800	EI1	AT5G27390	CDS	unknown protein
CATMA5A24810	E1	AT5G27400	CDS	unknown protein
CATMA5A24830	EI2	AT5G27410	CDS	aminotransferase class IV family protein
CATMA5A24850	E1	AT5G27420	CDS	zinc finger (C3HC4-type RING finger) family protein
CATMA5A24856	E1	AT5G27450	CDS	MK/MVK, mevalonate kinase
CATMA5A24860	E1	AT5G27460	CDS	pentatricopeptide (PPR) repeat-containing protein
CATMA5A24865	E1	AT5G27470	CDS	seryl-tRNA synthetase / serine--tRNA ligase
CATMA5A24890	V1	AT5G27500	Repeat_TAIR	transposable element gene
CATMA5A24900	E2	AT5G27510	CDS	protein kinase family protein
CATMA5A24910	E1	AT5G27520	CDS	mitochondrial substrate carrier family protein
CATMA5A24930	E1	AT5G27540	CDS	EMB2473 (EMBRYO DEFECTIVE 2473), GTP binding / calcium ion binding
CATMA5A24940	VE1	AT5G27541	CDS	unknown protein
CATMA5A24950	E1	AT5G27560	CDS	unknown protein
CATMA5A24980	E1	AT5G27600	CDS	LACS7 (LONG-CHAIN ACYL-COA SYNTHETASE 7)
CATMA5A24990	E1	AT5G27606	CDS	unknown protein
CATMA5A25000	E1	AT5G27610	CDS	DNA binding / transcription factor
CATMA5A25010	EI1	AT5G27620	CDS	CYCH,1 (CYCLIN H,1), cyclin-dependent protein kinase/ protein binding / protein kinase
CATMA5A25040	E2	AT5G27640	CDS	TIF3B1 (EUKARYOTIC TRANSLATION INITIATION FACTOR 3B), nucleic acid binding / translation initiation factor
CATMA5A25050	E2	AT5G27650	CDS	PWWP domain-containing protein
CATMA5A25060	E1	AT5G27660	CDS	serine-type peptidase/ trypsin
CATMA5A25070	E1	AT5G27670	CDS	histone H2A, putative
CATMA5A25080	EI1	AT5G27680	CDS	RECQSIM (Arabidopsis RecQ helicase sim), ATP-dependent helicase
CATMA5A25090	E1	AT5G27680	CDS	RECQSIM (Arabidopsis RecQ helicase sim), ATP-dependent helicase
CATMA5A25100	E1	AT5G27690	CDS	heavy-metal-associated domain-containing protein
CATMA5A25110	E1	AT5G27700	CDS	40S ribosomal protein S21 (RPS21C)
CATMA5A25120	E1	AT5G27710	CDS	unknown protein
CATMA5A25130	E1	AT5G27720	CDS	EMB1644 (EMBRYO DEFECTIVE 1644)
CATMA5A25140	E1	AT5G27730	CDS	unknown protein
CATMA5A25150	E1	AT5G27740	CDS	nucleoside-triphosphatase/ nucleotide binding
CATMA5A25160	E2	AT5G27750	CDS	F-box family protein
CATMA5A25170	E1	AT5G27760	CDS	hypoxia-responsive family protein
CATMA5A25180	E2	AT5G27770	CDS	60S ribosomal protein L22 (RPL22C)
CATMA5A25200	VE1	AT5G27790	CDS	protein kinase family protein
CATMA5A25220	EI1	AT5G27800	CDS	unknown protein
CATMA5A25250	E1	AT5G27820	CDS	ribosomal protein L18 family protein
CATMA5A25260	I1	AT5G27840	CDS	TOPP8 (Type one serine/threonine protein phosphatase 8), protein phosphatase type 1
CATMA5A25270	V2	AT5G27845	Repeat_TAIR	transposable element gene
CATMA5A25280	E2	AT5G27850	CDS	60S ribosomal protein L18 (RPL18C)
CATMA5A25290	EI1	AT5G27860	CDS	unknown protein
CATMA5A25300	E3	AT5G27870	CDS	pectinesterase family protein
CATMA5A25310	E1	AT5G27880	CDS	zinc finger (C2H2 type) family protein
CATMA5A25360	V1	AT5G27900	Repeat_TAIR	transposable element gene
CATMA5A25370	V1	AT5G27900	Repeat_TAIR	transposable element gene
CATMA5A25380	V1	AT5G27900	Repeat_TAIR	transposable element gene
CATMA5A25390	V1	AT5G27900	Repeat_TAIR	transposable element gene
CATMA5A25410	V1	AT5G27905	Repeat_TAIR	transposable element gene
CATMA5A25420	V2	AT5G27905	Repeat_TAIR	transposable element gene
CATMA5A25430	E2	AT5G27910	CDS	CCAAT-box binding transcription factor Hap5a, putative
CATMA5A25440	E1	AT5G27920	CDS	F-box family protein
CATMA5A25460	E1	AT5G27930	CDS	protein phosphatase 2C, putative / PP2C, putative
CATMA5A25470	E2	AT5G27940	CDS	WPP3 (WPP domain protein 3)
CATMA5A25490	E1	AT5G27950	CDS	kinesin motor protein-related
CATMA5A25510	E1	AT5G27970	CDS	binding
CATMA5A25520	E2	AT5G27980	CDS	seed maturation family protein
CATMA5A25530	E1	AT5G27990	CDS	unknown protein
CATMA5A25550	E2	AT5G28010	CDS	Bet v I allergen family protein
CATMA5A25555	E1	AT5G28020	CDS	ATCYSD2 (Arabidopsis thaliana cysteine synthase D2)
CATMA5A25560	V2	AT5E27060	CDS_Eugene	EUGENE prediction
CATMA5A25580	E2	AT5G28040	CDS	transcription regulator
CATMA5A25590	E2	AT5G28050	CDS	cytidine/deoxycytidylate deaminase family protein
CATMA5A25600	V1	AT5G28053	Repeat_TAIR	transposable element gene
CATMA5A25610	V1	AT5G28053	Repeat_TAIR	transposable element gene
CATMA5A25620	V2	AT5G28053	Repeat_TAIR	transposable element gene
CATMA5A25630	V2	AT5G28056	Repeat_TAIR	transposable element gene
CATMA5A25640	E1	AT5G28060	CDS	40S ribosomal protein S24 (RPS24B)
CATMA5A25670	E2	AT5G28080	CDS	WNK9 (Arabidopsis WNK kinase 9), kinase
CATMA5A25680	V2	AT5G28085	Repeat_TAIR	transposable element gene
CATMA5A25690	V2	AT5G28085	Repeat_TAIR	transposable element gene
CATMA5A25700	V3	AT5G28085	Repeat_TAIR	transposable element gene
CATMA5A25720	V2	AT5E27190	CDS_Eugene	EUGENE prediction
CATMA5A25730	V1	no_gene		
CATMA5A25780	V2	AT5G28140	Repeat_TAIR	unknown protein
CATMA5A25810	V2	AT5E27240	CDS_Eugene	EUGENE prediction
CATMA5A25820	E2	AT5G28180	CDS	kelch repeat-containing F-box family protein
CATMA5A25830	EI1	AT5G28190	CDS	unknown protein
CATMA5A25840	E1	AT5G28210	CDS	mRNA capping enzyme family protein
CATMA5A25850	M1	AT5G28210;AT5G28220	CDS;CDS	mRNA capping enzyme family protein;binding
CATMA5A25880	E1	AT5G28237	CDS	tryptophan synthase, beta subunit, putative
CATMA5A25890	E2	AT5G28237	CDS	tryptophan synthase, beta subunit, putative
CATMA5A25900	E1	AT5G28237	CDS	tryptophan synthase, beta subunit, putative
CATMA5A25910	V2	AT5G28250	Repeat_TAIR	Ulp1 protease family protein
CATMA5A25960	E1	AT5G28290	CDS	protein kinase, putative
CATMA5A25970	EI1	AT5G28295	CDS	unknown protein
CATMA5A25980	E1	AT5G28300	CDS	trihelix DNA-binding protein, putative
CATMA5A26170	E1	AT5G28420	CDS	unknown protein
CATMA5A26240	V2	AT5E27640	CDS_Eugene	EUGENE prediction
CATMA5A26250	V1	no_gene		
CATMA5A26260	V1	AT5G28468	Repeat_TAIR	transposable element gene
CATMA5A26300	E1	AT5G28470	CDS	transporter
CATMA5A26310	E2	AT5G28490	CDS	LSH1 (LIGHT-DEPENDENT SHORT HYPOCOTYLS 1)
CATMA5A26360	V1	no_gene		
CATMA5A26370	E1	AT5G28500	CDS	unknown protein
CATMA5A26390	E2	AT5G28520	CDS	unknown protein
CATMA5A26400	V2	AT5G28523	Repeat_TAIR	transposable element gene
CATMA5A26410	V2	AT5G28523	Repeat_TAIR	transposable element gene
CATMA5A26420	V2	AT5G28523	Repeat_TAIR	transposable element gene
CATMA5A26430	V2	AT5G28523	Repeat_TAIR	transposable element gene
CATMA5A26440	V2	AT5G28523	Repeat_TAIR	transposable element gene
CATMA5A26470	E2	AT5G28527	CDS	pseudogene
CATMA5A26490	E1	AT5G28530	CDS	FRS10 (FAR1-RELATED SEQUENCE 10), zinc ion binding
CATMA5A26510	V2	AT5G28545	Repeat_TAIR	transposable element gene
CATMA5A26520	V1	AT5G28545	Repeat_TAIR	transposable element gene
CATMA5A26530	V2	AT5G28545	Repeat_TAIR	transposable element gene
CATMA5A26540	EV1	AT5G28560	CDS	unknown protein
CATMA5A26550	E2	AT5G28590	CDS	DNA-binding protein-related
CATMA5A26580	EI1	AT5G28620	CDS	protein kinase C-related
CATMA5A26620	V1	AT5G28625	CDS	pseudogene
CATMA5A26640	E2	AT5G28630	CDS	glycine-rich protein
CATMA5A26650	V2	AT5G28635	Repeat_TAIR	transposable element gene
CATMA5A26660	E1	AT5G28640	CDS	AN3 (ANGUSITFOLIA3)
CATMA5A26670	EI2	AT5G28646	CDS	WVD2 (wave-dampened2)
CATMA5A26680	E2	AT5G28650	CDS	WRKY74 (WRKY DNA-binding protein 74), transcription factor
CATMA5A26710	E2	AT5G28680	CDS	protein kinase family protein
CATMA5A26720	E2	AT5G28690	CDS	unknown protein
CATMA5A26727	V1	AT5E27950	CDS_Eugene	EUGENE prediction
CATMA5A26740	V1	AT5G28698	Repeat_TAIR	transposable element gene
CATMA5A26770	V2	AT5E27960	CDS_Eugene	EUGENE prediction
CATMA5A26790	E1	AT5G28740	CDS	transcription-coupled DNA repair protein-related
CATMA5A26800	E1	AT5G28750	CDS	thylakoid assembly protein, putative
CATMA5A26810	E1	AT5G28770	CDS	BZO2H3 (basic leucine zipper O2 homolog 3), DNA binding / transcription factor
CATMA5A26820	V2	AT5G28773	Repeat_TAIR	transposable element gene
CATMA5A26870	E1	AT5G28823	CDS	unknown protein
CATMA5A26890	V1	AT5G28826	Repeat_TAIR	transposable element gene
CATMA5A26910	E1	AT5G28830	CDS	calcium-binding EF hand family protein
CATMA5A26920	E1	AT5G28840	CDS	GME (GDP-D-MANNOSE 3p,5p-EPIMERASE), GDP-mannose 3,5-epimerase/ NAD binding / catalytic
CATMA5A26940	V2	AT5G28865	Repeat_TAIR	transposable element gene
CATMA5A26960	V2	AT5G28870	Repeat_TAIR	transposable element gene
CATMA5A26970	V2	AT5G28870	Repeat_TAIR	transposable element gene
CATMA5A26980	V2	AT5G28870	Repeat_TAIR	transposable element gene
CATMA5A27020	EV2	AT5G28910	CDS	unknown protein
CATMA5A27040	M2	AT5G28919;AT5G28920	CDS;CDS	unknown protein;unknown protein
CATMA5A27050	EI1	AT5G28920	CDS	unknown protein
CATMA5A27070	V2	AT5E28130	CDS_Eugene	EUGENE prediction
CATMA5A27110	E1	AT5G29000	CDS	myb family transcription factor
CATMA5A27170	V3	AT5G29020	Repeat_TAIR	transposable element gene
CATMA5A27180	V3	AT5G29020	Repeat_TAIR	transposable element gene
CATMA5A27250	V2	AT5G29028	Repeat_TAIR	transposable element gene
CATMA5A27280	E2	AT5G29030	CDS	pseudogene
CATMA5A27860	EI2	AT5G31412	CDS	protein dimerization
CATMA5A27880	V2	AT5G30460	Repeat_TAIR	transposable element gene
CATMA5A27950	E1	AT5G30490	CDS	unknown protein
CATMA5A27960	EV2	AT5G30500	CDS	galactinol synthase, putative
CATMA5A27970	E1	AT5G30510	CDS	RPS1 (ribosomal protein S1), RNA binding
CATMA5A28190	E2	AT5G32440	CDS	unknown protein
CATMA5A28200	E2	AT5G32450	CDS	RNA recognition motif (RRM)-containing protein
CATMA5A28220	E1	AT5G32470	CDS	unknown protein
CATMA5A28230	E2	AT5G32471	CDS	pseudogene
CATMA5A28280	V2	ATHILA8A	Repeat_Element	Repeat Element: family LTR/Gypsy
CATMA5A28550	EV1	AT5G32613	CDS	zinc knuckle (CCHC-type) family protein
CATMA5A28560	E1	AT5G32613	CDS	zinc knuckle (CCHC-type) family protein
CATMA5A28570	V2	AT5G32616	Repeat_TAIR	transposable element gene
CATMA5A28580	V2	AT5G32616	Repeat_TAIR	transposable element gene
CATMA5A28620	V2	AT5G32621	Repeat_TAIR	transposable element gene
CATMA5A28660	V2	AT5E28950	CDS_Eugene	EUGENE prediction
CATMA5A28810	V1	AT5G33253	Repeat_TAIR	transposable element gene
CATMA5A28820	V1	AT5G33253	Repeat_TAIR	transposable element gene
CATMA5A28830	V1	AT5G33253	Repeat_TAIR	transposable element gene
CATMA5A28870	E2	AT5G33258	CDS	pseudogene
CATMA5A28880	V1	AT5E29050	CDS_Eugene	EUGENE prediction
CATMA5A28890	E1	AT5G33280	CDS	chloride channel-like (CLC) protein, putative
CATMA5A28900	E2	AT5G33290	CDS	XGD1 (XYLOGALACTURONAN DEFICIENT 1), catalytic
CATMA5A28910	E2	AT5G33290	CDS	XGD1 (XYLOGALACTURONAN DEFICIENT 1), catalytic
CATMA5A28920	E1	AT5G33300	CDS	chromosome-associated kinesin-related
CATMA5A28985	EI1	AT5G33320	CDS	CUE1 (CAB UNDEREXPRESSED 1), antiporter/ triose-phosphate transporter
CATMA5A28990	E2	AT5G33330	CDS	RNase H domain-containing protein
CATMA5A29000	E2	AT5G33340	CDS	CDR1 (CONSTITUTIVE DISEASE RESISTANCE 1), aspartic-type endopeptidase/ pepsin A
CATMA5A29010	E2	AT5G33350	CDS	pseudogene
CATMA5A29040	E2	AT5G33370	CDS	GDSL-motif lipase/hydrolase family protein
CATMA5A29050	V2	AT5G33380	Repeat_TAIR	transposable element gene
CATMA5A29140	V1	AT5E29280	CDS_Eugene	EUGENE prediction
CATMA5A29150	E2	AT5G33405	CDS	pseudogene
CATMA5A29180	VE3	AT5G33441	CDS	pseudogene
CATMA5A29190	V2	AT5G33439	otherRNA	unknown
CATMA5A29340	V1	AT5G34770	Repeat_TAIR	transposable element gene
CATMA5A29350	E2	AT5G34780	CDS	dehydrogenase E1 component family protein
CATMA5A29360	V1	AT5G34790	Repeat_TAIR	transposable element gene
CATMA5A29450	E1	AT5G34830	CDS	unknown protein
CATMA5A29460	E2	AT5G34831	CDS	pseudogene
CATMA5A29470	E2	AT5G34831	CDS	pseudogene
CATMA5A29510	V3	AT5G34834	Repeat_TAIR	transposable element gene
CATMA5A29530	V2	AT5G34834	Repeat_TAIR	transposable element gene
CATMA5A29610	E1	AT5G34869	CDS	unknown protein
CATMA5A29620	V1	AT5E29580	CDS_Eugene	EUGENE prediction
CATMA5A29630	V1	AT5G34853	Repeat_TAIR	transposable element gene
CATMA5A29640	V1	AT5G34853	Repeat_TAIR	transposable element gene
CATMA5A29650	E1	AT5G34850	CDS	ATPAP26/PAP26 (purple acid phosphatase 26), acid phosphatase/ protein serine/threonine phosphatase
CATMA5A29910	V3	AT5G34868	Repeat_TAIR	transposable element gene
CATMA5A29920	V2	ATHILA8A	Repeat_Element	Repeat Element: family LTR/Gypsy
CATMA5A29960	V2	AT5G34880	Repeat_TAIR	transposable element gene
CATMA5A29990	E2	AT5G34930	CDS	arogenate dehydrogenase
CATMA5A30000	E1	AT5G34940	CDS	glycosyl hydrolase family 79 N-terminal domain-containing protein
CATMA5A30190	E1	AT5G35080	CDS	unknown protein
CATMA5A30200	E1	AT5G35090	CDS	unknown protein
CATMA5A30210	E1	AT5G35100	CDS	peptidyl-prolyl cis-trans isomerase
CATMA5A30220	E2	AT5G35110	CDS	unknown protein
CATMA5A30230	V2	AT5G35118	Repeat_TAIR	transposable element gene
CATMA5A30260	E1	AT5G35160	CDS	endomembrane protein 70, putative
CATMA5A30270	E2	AT5G35170	CDS	adenylate kinase family protein
CATMA5A30300	E1	AT5G35180	CDS	unknown protein
CATMA5A30320	E1	AT5G35200	CDS	epsin N-terminal homology (ENTH) domain-containing protein
CATMA5A30330	V1	AT5G35205	Repeat_TAIR	transposable element gene
CATMA5A30340	E1	AT5G35210	CDS	peptidase M50 family protein / sterol-regulatory element binding protein (SREBP) site 2 protease family protein
CATMA5A30350	E2	AT5G35210	CDS	peptidase M50 family protein / sterol-regulatory element binding protein (SREBP) site 2 protease family protein
CATMA5A30360	E1	AT5G35220	CDS	EGY1 (ETHYLENE-DEPENDENT GRAVITROPISM-DEFICIENT AND YELLOW-GREEN 1), sterol regulatory element-binding protein site 2 protease
CATMA5A30370	E1	AT5G35230	CDS	unknown protein
CATMA5A30410	E1	AT5G35320	CDS	unknown protein
CATMA5A30420	E1	AT5G35330	CDS	MBD02 (methyl-CpG-binding domain 2), DNA binding
CATMA5A30430	V2	AT5G35331	Repeat_TAIR	transposable element gene
CATMA5A30440	V2	AT5G35331	Repeat_TAIR	transposable element gene
CATMA5A30460	E2	AT5G35338	CDS	MBD12 (METHYL-CPG-BINDING DOMAIN 12)
CATMA5A30475	E1	AT5G35360	CDS	CAC2 (acetyl co-enzyme A carboxylase biotin carboxylase subunit)
CATMA5A30480	E1	AT5G35370	CDS	carbohydrate binding / kinase
CATMA5A30490	E2	AT5G35380	CDS	protein kinase family protein
CATMA5A30500	E1	AT5G35390	CDS	leucine-rich repeat transmembrane protein kinase, putative
CATMA5A30510	E1	AT5G35400	CDS	tRNA pseudouridine synthase family protein
CATMA5A30520	E1	AT5G35400	CDS	tRNA pseudouridine synthase family protein
CATMA5A30530	E2	AT5G35410	CDS	SOS2 (SALT OVERLY SENSITIVE 2), kinase
CATMA5A30540	V2	AT5E30120	CDS_Eugene	EUGENE prediction
CATMA5A30580	V2	AT5G35416	Repeat_TAIR	transposable element gene
CATMA5A30600	V1	ATLINE1_2	Repeat_Element	Repeat Element: family LINE/L1
CATMA5A30610	V1	ATLINE1_2	Repeat_Element	Repeat Element: family LINE/L1
CATMA5A30620	V2	ATLINE1_2	Repeat_Element	Repeat Element: family LINE/L1
CATMA5A30640	E1	AT5G35430	CDS	binding
CATMA5A30660	E1	AT5G35460	CDS	unknown protein
CATMA5A30680	V1	AT5E30210	CDS_Eugene	EUGENE prediction
CATMA5A30690	EI1	AT5G35520	CDS	kinetochore protein-related
CATMA5A30710	E1	AT5G35530	CDS	40S ribosomal protein S3 (RPS3C)
CATMA5A30720	V1	AT5G35535	Repeat_TAIR	transposable element gene
CATMA5A30740	V1	AT5G35535	Repeat_TAIR	transposable element gene
CATMA5A30750	E1	AT5G35540	CDS	unknown protein
CATMA5A30760	E1	AT5G35550	CDS	TT2 (TRANSPARENT TESTA 2), DNA binding / transcription factor
CATMA5A30770	E1	AT5G35560	CDS	DENN (AEX-3) domain-containing protein
CATMA5A30780	E1	AT5G35560	CDS	DENN (AEX-3) domain-containing protein
CATMA5A30790	E2	AT5G35570	CDS	unknown protein
CATMA5A30810	E2	AT5G35580	CDS	kinase
CATMA5A30815	E1	AT5G35590	CDS	PAA1 (20S proteasome alpha subunit A1), peptidase
CATMA5A30820	E3	AT5G35600	CDS	HDA7 (HISTONE DEACETYLASE7), histone deacetylase
CATMA5A30850	E2	AT5G35604	CDS	unknown protein
CATMA5A30860	EI2	AT5G35604	CDS	unknown protein
CATMA5A30903	E1	AT5G35620	CDS	LSP1 (LOSS OF SUSCEPTIBILITY TO POTYVIRUSES), RNA binding / translation initiation factor
CATMA5A30906	E1	AT5G35630	CDS	GS2 (GLUTAMINE SYNTHETASE 2)
CATMA5A30920	E2	AT5G35640	CDS	unknown protein
CATMA5A30930	E2	AT5G35640	CDS	unknown protein
CATMA5A30940	E1	AT5G35660	CDS	pseudogene
CATMA5A30950	M1	AT5G35670;AT5G35680	CDS;CDS	IQD33 (IQ-domain 33), calmodulin binding;eukaryotic translation initiation factor 1A, putative / eIF-1A, putative / eIF-4C, putative
CATMA5A30980	EV2	AT5G35688	CDS	unknown protein
CATMA5A30990	E1	AT5G35690	CDS	unknown protein
CATMA5A31010	E1	AT5G35700	CDS	fimbrin-like protein, putative
CATMA5A31040	V2	AT5G35720	Repeat_TAIR	transposable element gene
CATMA5A31060	V2	AT5G35725	Repeat_TAIR	transposable element gene
CATMA5A31070	E2	AT5G35732	CDS	unknown protein
CATMA5A31080	E1	AT5G35735	CDS	auxin-responsive family protein
CATMA5A31090	E1	AT5G35740	CDS	glycosyl hydrolase family protein 17
CATMA5A31100	E1	AT5G35750	CDS	AHK2 (ARABIDOPSIS HISTIDINE KINASE 2)
CATMA5A31110	E2	AT5G35753	CDS	unknown protein
CATMA5A31120	V2	AT5G35756	Repeat_TAIR	transposable element gene
CATMA5A31150	V1	AT5E30620	CDS_Eugene	EUGENE prediction
CATMA5A31165	E1	AT5G35770	CDS	SAP (STERILE APETALA), transcription factor
CATMA5A31185	E1	AT5G35790	CDS	G6PD1 (GLUCOSE-6-PHOSPHATE DEHYDROGENASE 1), glucose-6-phosphate 1-dehydrogenase
CATMA5A31260	E2	AT5G35830	CDS	ankyrin repeat family protein
CATMA5A31265	E1	AT5G35840	CDS	PHYC (PHYTOCHROME DEFECTIVE C)
CATMA5A31270	E1	AT5G35870	CDS	unknown protein
CATMA5A31290	E2	AT5G35900	CDS	LOB domain family protein / lateral organ boundaries domain family protein (LBD35)
CATMA5A31300	E1	AT5G35910	CDS	3p-5p exonuclease domain-containing protein / helicase and RNase D C-terminal domain-containing protein / HRDC domain-containing protein
CATMA5A31310	E1	AT5G35910	CDS	3p-5p exonuclease domain-containing protein / helicase and RNase D C-terminal domain-containing protein / HRDC domain-containing protein
CATMA5A31320	V1	ATHAT1	Repeat_Element	Repeat Element: family DNA/hAT
CATMA5A31390	E1	AT5G35930	CDS	AMP-dependent synthetase and ligase family protein
CATMA5A31410	V3	AT5G35935	Repeat_TAIR	transposable element gene
CATMA5A31420	E1	AT5G35940	CDS	jacalin lectin family protein
CATMA5A31450	E1	AT5G35960	CDS	protein kinase, putative
CATMA5A31460	E1	AT5G35970	CDS	DNA-binding protein, putative
CATMA5A31470	E1	AT5G35980	CDS	kinase
CATMA5A31480	E1	AT5G35980	CDS	kinase
CATMA5A31490	E1	AT5G35980	CDS	kinase
CATMA5A31500	E1	AT5G35995	CDS	F-box family protein
CATMA5A31520	E1	AT5G36001	CDS	unknown protein
CATMA5A31570	E1	AT5G36100	CDS	unknown protein
CATMA5A31580	V2	AT5E31020	CDS_Eugene	EUGENE prediction
CATMA5A31590	E1	AT5G36120	CDS	YGGT family protein
CATMA5A31650	E1	AT5G36160	CDS	aminotransferase-related
CATMA5A31660	E1	AT5G36170	CDS	HCF109 (HIGH CHLOROPHYLL FLUORESCENT 109), translation release factor
CATMA5A31670	EI1	AT5G36170	CDS	HCF109 (HIGH CHLOROPHYLL FLUORESCENT 109), translation release factor
CATMA5A31730	E1	AT5G36210	CDS	serine-type peptidase
CATMA5A31740	E2	AT5G36220	CDS	CYP81D1 (CYTOCHROME P450 91A1), oxygen binding
CATMA5A31770	V2	AT5G36226	Repeat_TAIR	transposable element gene
CATMA5A31780	E2	AT5G36228	CDS	unknown protein
CATMA5A31790	E1	AT5G36230	CDS	eIF4-gamma/eIF5/eIF2-epsilon domain-containing protein
CATMA5A31800	E2	AT5G36240	CDS	zinc knuckle (CCHC-type) family protein
CATMA5A31810	E1	AT5G36250	CDS	protein phosphatase 2C, putative / PP2C, putative
CATMA5A31820	EI2	AT5G36260	CDS	aspartyl protease family protein
CATMA5A31830	E2	AT5G36270	CDS	pseudogene
CATMA5A31840	E1	AT5G36290	CDS	unknown protein
CATMA5A31860	E1	AT5G36300	CDS	pseudogene
CATMA5A31900	R4	AT5G36670;AT5G36740	CDS;CDS	PHD finger family protein;PHD finger family protein
CATMA5A31910	R4	AT5G36670;AT5G36740	CDS;CDS	PHD finger family protein;PHD finger family protein
CATMA5A31920	R4	AT5G36680;AT5G36770	CDS;CDS	unknown protein;unknown protein
CATMA5A31940	R4	AT5G36700;AT5G36790	CDS;CDS	phosphoglycolate phosphatase, putative;phosphoglycolate phosphatase, putative
CATMA5A31950	R4	AT5G36710;AT5G36800	CDS;CDS	unknown protein;unknown protein
CATMA5A31970	R4	AT5G36730;AT5G36820	CDS;CDS	F-box family protein;F-box family protein
CATMA5A32010	R4	AT5G36680;AT5G36770	CDS;CDS	unknown protein;unknown protein
CATMA5A32030	R4	AT5G36700;AT5G36790	CDS;CDS	phosphoglycolate phosphatase, putative;phosphoglycolate phosphatase, putative
CATMA5A32040	R4	AT5G36710;AT5G36800	CDS;CDS	unknown protein;unknown protein
CATMA5A32060	R4	AT5G36730;AT5G36820	CDS;CDS	F-box family protein;F-box family protein
CATMA5A32105	E1	AT5G36880	CDS	AMP binding / acetate-CoA ligase/ catalytic
CATMA5A32110	E2	AT5G36890	CDS	glycosyl hydrolase family 1 protein
CATMA5A32120	EI1	AT5G36900	CDS	unknown protein
CATMA5A32130	V2	AT5G36905	Repeat_TAIR	RNase H domain-containing protein
CATMA5A32135	E2	AT5G36910	CDS	THI2.2 (THIONIN 2.2), toxin receptor binding
CATMA5A32140	E1	AT5G36930	CDS	disease resistance protein (TIR-NBS-LRR class), putative
CATMA5A32150	V1	AT5G36935	Repeat_TAIR	transposable element gene
CATMA5A32160	V2	AT5G36935	Repeat_TAIR	transposable element gene
CATMA5A32180	V2	AT5G36935	Repeat_TAIR	transposable element gene
CATMA5A32190	V2	AT5G36935	Repeat_TAIR	transposable element gene
CATMA5A32200	V2	AT5G36937	Repeat_TAIR	transposable element gene
CATMA5A32210	E2	AT5G36940	CDS	CAT3 (CATIONIC AMINO ACID TRANSPORTER 3), cationic amino acid transporter
